Loan Identifier|Loan Correction Indicator|Prefix|Security Identifier|CUSIP|Mortgage Loan Amount|Issuance Investor Loan UPB|Current Investor Loan UPB|Amortization Type|Original Interest Rate|Issuance Interest Rate|Current Interest Rate|Issuance Net Interest Rate|Current Net Interest Rate|First Payment Date|Maturity Date|Loan Term|Remaining Months to Maturity|Loan Age|Loan-To-Value (LTV)|Combined Loan-To-Value (CLTV)|Debt-To-Income (DTI)|Borrower Credit Score|Filler|Filler|Filler|Number of Borrowers|First Time Home Buyer Indicator|Loan Purpose|Occupancy Status|Number of Units|Property Type|Channel|Property State|Seller Name|Servicer Name|Mortgage Insurance Percent|Mortgage Insurance Cancellation Indicator|Government Insured Guarantee|Assumability Indicator|Interest Only Loan Indicator|Interest Only First Principal and Interest Payment Date|Months to Amortization|Prepayment Penalty Indicator|Prepayment Penalty Total Term|Index|Mortgage Margin|MBS PC Margin|Interest Rate Adjustment Frequency|Interest Rate Lookback|Interest Rate Rounding Method|Interest Rate Rounding Method Percent|Convertibility Indicator|Initial Fixed Rate Period|Next Interest Rate Adjustment Date|Months to Next Interest Rate Adjustment Date|Life Ceiling Interest Rate|Life Ceiling Net Interest Rate|Life Floor Interest Rate|Life Floor Net Interest Rate|Initial Interest Rate Cap Up Percent|Initial Interest Rate Cap Down Percent|Periodic Interest Rate Cap Up Percent|Periodic Interest Rate Cap Down Percent|Modification Program|Modification Type|Number of Modifications|Total Capitalized Amount|Interest Bearing Mortgage Loan Amount|Original Deferred Amount|Current Deferred UPB|Loan Age As Of Modification|Estimated Loan-To-Value (ELTV)|Updated Credit Score|Filler|Interest Rate Step Indicator|Initial Step Fixed-Rate Period|Total Number of Steps|Number of Remaining Steps|Next Step Rate|Terminal Step Rate|Terminal Step Date|Step Rate Adjustment Frequency|Next Step Rate Adjustment Date|Months to Next Step Rate Adjustment Date|Periodic Step Cap Up Percent|Origination Mortgage Loan Amount|Origination Interest Rate|Origination Amortization Type|Origination Interest Only Loan Indicator|Origination First Payment Date|Origination Maturity Date|Origination Loan Term|Origination Loan-To-Value (LTV)|Origination Combined Loan-To-Value (CLTV)|Origination Debt-To-Income Ratio|Origination Credit Score|Filler|Filler|Filler|Origination Loan Purpose|Origination Occupancy Status|Origination Channel|Days Delinquent|Loan Performance History|Loan Participation Percent|Property Valuation Method|Alternative Delinquency Resolution|Number of Alternative Delinquency Resolutions|Total Deferral Amount|Borrower Assistance Plan|Seller City|Seller State|Servicer City|Servicer State|Special Eligibility Program
U90133000586|No|U9|U90133|3132H3EE9|237000.00|237000.00|161823.22|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|189|128|152|152|63|600||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000587|No|U9|U90133|3132H3EE9|220000.00|220000.00|171511.01|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|155|155|42|700||||2|No|Refinance - No Cash Out|Secondary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000594|No|U9|U90133|3132H3EE9|235000.00|235000.00|180661.04|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|226|128|129|129|27|762||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000599|No|U9|U90133|3132H3EE9|112000.00|112000.00|80149.94|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|203|128|151|151|27|703||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000604|No|U9|U90133|3132H3EE9|163000.00|163000.00|126551.11|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|231|128|132|132|54|706||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000608|No|U9|U90133|3132H3EE9|193000.00|193000.00|150596.89|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|221|221|35|774||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000609|No|U9|U90133|3132H3EE9|282000.00|282000.00|145627.44|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|130|128|276|276|53|792||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|35|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000611|No|U9|U90133|3132H3EE9|101000.00|101000.00|78534.31|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|229|128|240|240|41|659||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000613|No|U9|U90133|3132H3EE9|176000.00|176000.00|123955.05|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|201|128|140|140|999|694||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000618|No|U9|U90133|3132H3EE9|223000.00|223000.00|173960.80|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|178|178|32|763||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000630|No|U9|U90133|3132H3EE9|134000.00|134000.00|103313.16|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|226|128|127|127|20|779||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|2|14000.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000632|No|U9|U90133|3132H3EE9|97000.00|97000.00|75280.22|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|148|148|39|649||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000633|No|U9|U90133|3132H3EE9|201000.00|201000.00|157736.54|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|163|163|50|638||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AR|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|18|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000637|No|U9|U90133|3132H3EE9|275000.00|275000.00|215567.38|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|140|140|34|612||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000643|No|U9|U90133|3132H3EE9|162000.00|162000.00|126726.86|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|144|144|999|791||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Yes||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000647|No|U9|U90133|3132H3EE9|235000.00|235000.00|182715.86|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|229|128|141|141|999|762||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000649|No|U9|U90133|3132H3EE9|115000.00|115000.00|89593.79|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|168|168|64|770||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000650|No|U9|U90133|3132H3EE9|104000.00|104000.00|65829.15|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|172|128|147|147|16|695||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|25|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000651|No|U9|U90133|3132H3EE9|317000.00|317000.00|244485.02|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|228|128|158|158|28|651||||1|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000663|No|U9|U90133|3132H3EE9|131000.00|131000.00|102613.96|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|175|175|15|792||||2|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000674|No|U9|U90133|3132H3EE9|113000.00|113000.00|80901.40|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|205|128|159|159|39|661||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|20|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000678|No|U9|U90133|3132H3EE9|300000.00|300000.00|160414.74|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|138|128|161|161|34|753||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000680|No|U9|U90133|3132H3EE9|146000.00|146000.00|111815.21|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|226|128|177|177|999|524||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||30-59|||Not Available|Not Applicable|0|0.00|NO WORKOUT PLAN|COLUMBUS|OH|COPPELL|TX|7
U90133000694|No|U9|U90133|3132H3EE9|188000.00|188000.00|145401.54|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|230|128|168|168|61|678||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|CA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000713|No|U9|U90133|3132H3EE9|265000.00|265000.00|205718.13|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|132|132|41|722||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MD|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000715|No|U9|U90133|3132H3EE9|88000.00|88000.00|56485.11|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|146|146|16|679||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NEWREZ, LLC|20|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|FORT WASHINGTON|PA|7
U90133000720|No|U9|U90133|3132H3EE9|173000.00|173000.00|107862.89|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|167|128|157|157|999|728||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000722|No|U9|U90133|3132H3EE9|185000.00|185000.00|144180.04|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|150|150|50|698||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|GA|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000723|No|U9|U90133|3132H3EE9|92000.00|92000.00|68914.78|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|219|128|138|138|52|735||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000725|No|U9|U90133|3132H3EE9|124000.00|124000.00|63433.19|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|129|128|156|156|999|709||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000729|No|U9|U90133|3132H3EE9|117000.00|117000.00|90170.81|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|229|128|138|138|42|771||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000730|No|U9|U90133|3132H3EE9|359000.00|359000.00|241484.12|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|187|128|135|135|999|694||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|1|11000.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000731|No|U9|U90133|3132H3EE9|151000.00|151000.00|118062.57|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|232|128|151|151|53|672||||2|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|1|7000.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000734|No|U9|U90133|3132H3EE9|157000.00|157000.00|122369.86|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|138|138|999|725||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|MN|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|35|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000736|No|U9|U90133|3132H3EE9|117000.00|117000.00|90353.67|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|230|128|158|158|48|632||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000737|No|U9|U90133|3132H3EE9|146000.00|146000.00|57916.26|Fixed|4.375|4.375|4.375|4.000|4.000|092012|082042|360|94|127|181|181|42|760||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|30|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000741|No|U9|U90133|3132H3EE9|127000.00|127000.00|93680.37|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|215|128|129|129|47|707||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000743|No|U9|U90133|3132H3EE9|216000.00|216000.00|167853.44|Fixed|4.250|4.250|4.250|4.000|4.000|082012|072042|360|232|128|198|198|999|759||||2|No|Refinance - No Cash Out|Secondary Home|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000748|No|U9|U90133|3132H3EE9|172000.00|172000.00|133851.87|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|231|128|139|139|30|713||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000749|No|U9|U90133|3132H3EE9|101000.00|101000.00|78330.16|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|231|128|171|171|999|660||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|IL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|20|No||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000750|No|U9|U90133|3132H3EE9|148000.00|148000.00|109465.02|Fixed|4.375|4.375|4.375|4.000|4.000|082012|072042|360|213|128|155|155|999|770||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000751|No|U9|U90133|3132H3EE9|89000.00|89000.00|69964.64|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|136|136|35|626||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000754|No|U9|U90133|3132H3EE9|209000.00|209000.00|129936.20|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|165|128|150|150|999|695||||1|No|Refinance - No Cash Out|Primary Home|1|Planned Unit|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000757|No|U9|U90133|3132H3EE9|401000.00|401000.00|313631.57|Fixed|4.375|4.375|4.375|4.000|4.000|092012|082042|360|233|127|153|153|19|792||||1|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|AZ|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|COVID-19 Payment Deferral|1|21000.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
U90133000762|No|U9|U90133|3132H3EE9|216000.00|216000.00|169154.55|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|231|128|146|146|36|793||||2|No|Refinance - No Cash Out|Primary Home|1|Single Family|Retail|NV|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|JERSEY CITY|NJ|7
U90133000765|No|U9|U90133|3132H3EE9|121000.00|121000.00|94750.67|Fixed|4.500|4.500|4.500|4.000|4.000|082012|072042|360|232|128|157|157|30|773||||1|No|Refinance - No Cash Out|Primary Home|1|Condominium|Retail|FL|JPMORGAN CHASE BANK, NATIONAL ASSOCIATION|NATIONSTAR MORTGAGE, LLC|No MI|Not Applicable||No|No|||No||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||Current|||Not Available|Not Applicable|0|0.00|NOT APPLICABLE|COLUMBUS|OH|COPPELL|TX|7
